file	sample	sample_name	condition	replicate
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20141029_alr_CompleteHumanProteome_GM12878_LysC_HCD_fr24_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20141029_alr_CompleteHumanProteome_GM12878_LysC_HCD_fr3_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20141029_alr_CompleteHumanProteome_GM12878_LysC_HCD_fr9_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20150104_alr_CompleteHumanProteome_GM12878_HCD_LysC_fr1_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20150104_alr_CompleteHumanProteome_GM12878_HCD_LysC_fr16_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20150104_alr_CompleteHumanProteome_GM12878_HCD_LysC_fr2_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20150104_alr_CompleteHumanProteome_GM12878_HCD_LysC_fr26_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20150104_alr_CompleteHumanProteome_GM12878_HCD_LysC_fr3_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20150104_alr_CompleteHumanProteome_GM12878_HCD_LysC_fr34_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20150104_alr_CompleteHumanProteome_GM12878_HCD_LysC_fr35_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20150104_alr_CompleteHumanProteome_GM12878_HCD_LysC_fr4_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20150104_alr_CompleteHumanProteome_GM12878_HCD_LysC_fr5_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20150104_alr_CompleteHumanProteome_GM12878_HCD_LysC_fr6_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_20_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_22_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_23_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_25_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_26_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_27_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_28_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_28_2_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_29_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_29_140927131842_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_30_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_30_140927151016_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_31_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_31_140927170153_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_32_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/GM12878_LysC_33_sub.mzML	GM12878_LysC_HCD	GM12878_LysC_HCD	GM12878	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151128_alr_CompleteHumanProteome_HUVEC_HCD_LysC_fr10_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151128_alr_CompleteHumanProteome_HUVEC_HCD_LysC_fr11_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151128_alr_CompleteHumanProteome_HUVEC_HCD_LysC_fr12_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151128_alr_CompleteHumanProteome_HUVEC_HCD_LysC_fr13_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151128_alr_CompleteHumanProteome_HUVEC_HCD_LysC_fr14_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151128_alr_CompleteHumanProteome_HUVEC_HCD_LysC_fr15_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151128_alr_CompleteHumanProteome_HUVEC_HCD_LysC_fr16_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151128_alr_CompleteHumanProteome_HUVEC_HCD_LysC_fr17_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151128_alr_CompleteHumanProteome_HUVEC_HCD_LysC_fr18_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr1_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr19_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr2_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr20_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr21_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr22_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr23_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr24_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr25_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr26_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr27_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr28_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr29_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr3_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr30_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr31_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr32_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr33_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr34_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr35_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr4_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr5_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr6_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr7_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr8_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/20151216_alr_CompleteHumanProteome_HUVEC_LysC_HCD_fr9_sub.mzML	HUVEC_LysC_HCD	HUVEC_LysC_HCD	HUVEC	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_1_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_10_140917003415_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_11_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_12_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_13_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_14_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_15_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_16_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_17_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_18_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_19_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_2_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_20_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_21_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_22_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_23_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_24_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_25_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_26_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_27_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_28_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_29_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_3_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_30_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
/scratch/negishi/afarzam/deepseq_fragger_2pass/MSV000086944_results_v3/first_pass/LysC_CAD/LysC_CAD_23_1_results/HeLaS3_LysC_31_sub.mzML	HeLa_LysC_HCD	HeLa_LysC_HCD	HeLa	1
